...1,umpd_case_number,occured_date_time_location,report_date_time,type,disposition,location,date,time,year,time_hour
2700,2015-00012316,03/23/15 10:47,03/23/15 10:47,CDS Violation,Arrest,Golf Course Club House at 3800  Golf Course  Rd,2015-03-23,10:47,2015,10
2701,2015-00012319,03/23/15 11:30,03/23/15 11:30,Emergency Petition,CBE,Health Center at 3983  Campus  Dr,2015-03-23,11:30,2015,11
2702,2015-00012320,03/12/15 03:42,03/23/15 12:19,Theft,Suspended,Ellicott Area Dining Hall at 4028  Stadium  Dr,2015-03-12,03:42,2015,03
2703,2015-00012324,03/20/15,03/23/15 13:12,Dept Property Damage/Loss,Active/Pending,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave",2015-03-20,NA,2015,NA
2704,2015-00012328,03/22/15 13:20,03/23/15 14:28,Theft,Suspended,"Stamp Student Union, Student Union, Union at 3972  Campus  Dr",2015-03-22,13:20,2015,13
2705,2015-00012329,03/23/15 14:51,03/23/15 14:51,Weapon Violation,Unfounded,"A.V. Williams Building, AV Williams at 8223  Paint Branch  Dr",2015-03-23,14:51,2015,14
2706,2015-00012332,03/14/15 12:00,03/23/15 15:55,Burglary,Suspended,Calvert Hall at 7551  Calvert Service  Ln,2015-03-14,12:00,2015,12
2707,2015-00012349,03/23/15 07:25,03/23/15 17:49,Dept Property Damage/Loss,CBE,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave",2015-03-23,07:25,2015,07
2708,2015-00012353,03/12/15 14:30,03/23/15 18:18,Theft,Active/Pending,Oakland Hall at 3912  Denton Service  Ln,2015-03-12,14:30,2015,14
2709,2015-00012357,03/23/15 18:45,03/23/15 19:18,Indecent Exposure (Title IX Related),Suspended,4600 block of  College  Ave,2015-03-23,18:45,2015,18
2710,2015-00012361,03/23/15 12:55,03/23/15 20:16,Theft,Active/Pending,"Clarice Smith Performing Arts Center, CSPAC at 8270  Alumni  Dr",2015-03-23,12:55,2015,12
2711,2015-00012442,02/01/15,03/24/15 09:30,Telephone/EMail Misuse,Active/Pending,Riggs Alumni Center at 7801  Alumni  Dr,2015-02-01,NA,2015,NA
2712,2015-00012457,03/03/15 09:01,03/24/15 12:35,Telephone/EMail Misuse,Active/Pending,"Motor Pool, Severn Building, Terp Trader, Washington Post Building at 5245  Greenbelt  Rd",2015-03-03,09:01,2015,09
2713,2015-00012466,03/24/15 14:07,03/24/15 14:07,Dept Property Damage/Loss,NA,O/l I-495 At Mm 20.5,2015-03-24,14:07,2015,14
2714,2015-00012468,03/24/15 14:17,03/24/15 14:18,Suspicious Person/Auto,Active/Pending,"Stamp Student Union, Student Union, Union at 3972  Campus  Dr",2015-03-24,14:17,2015,14
2715,2015-00012471,03/24/15 16:15,03/24/15 16:28,Injured/Sick Person,CBE,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr",2015-03-24,16:15,2015,16
2716,2015-00012528,03/24/15 22:20,03/24/15 22:20,Injured/Sick Person,CBE,Easton Hall at 3917  Denton Service  Ln,2015-03-24,22:20,2015,22
2717,2015-00012555,03/25/15 00:11,03/25/15 00:11,Injured/Sick Person,CBE,Frederick Hall at 4402  Lehigh  Rd,2015-03-25,00:11,2015,00
2718,2015-00012577,03/24/15 16:30,03/25/15 02:33,Injured/Sick Person,CBE,Cumberland Hall at 4145  Valley  Dr,2015-03-24,16:30,2015,16
2719,2015-00012581,03/25/15 02:57,03/25/15 02:57,Warrant/Summons Service,Arrest,BP Gas Station at 8153  Baltimore  Ave,2015-03-25,02:57,2015,02
2720,2015-00012595,03/25/15 09:06,03/25/15 09:06,Trespassing,Arrest,"Stamp Student Union, Student Union, Union at 3972  Campus  Dr",2015-03-25,09:06,2015,09
2721,2015-00012606,03/25/15 13:35,03/25/15 13:35,Injured/Sick Person,CBE,Lefrak Hall at 7251  Preinkert  Dr,2015-03-25,13:35,2015,13
2722,2015-00012610,03/24/15 22:30,03/25/15 14:19,Theft,Suspended,University Courtyard #4 at 8400  Boteler  Ln,2015-03-24,22:30,2015,22
2723,2015-00012694,03/25/15 22:30,03/25/15 22:30,Injured/Sick Person,CBE,Hagerstown Hall at 4000  Stadium  Dr,2015-03-25,22:30,2015,22
2724,2015-00012776,03/23/15 20:00,03/26/15 09:01,Theft,Active/Pending,Denton Area Dining Hall at 3951  Denton Service  Ln,2015-03-23,20:00,2015,20
2725,2015-00012796,03/26/15 11:00,03/26/15 11:34,Police Information,CBE,Denton Area Dining Hall at 3951  Denton Service  Ln,2015-03-26,11:00,2015,11
2726,2015-00012809,03/26/15 11:00,03/26/15 13:36,Other Incident,Active/Pending,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave",2015-03-26,11:00,2015,11
2727,2015-00012811,03/26/15 09:00,03/26/15 13:35,Theft,Suspended,Hornbake Library at 4130  Campus  Dr,2015-03-26,09:00,2015,09
2728,2015-00012818,03/26/15 14:54,03/26/15 14:56,Accident - Departmental,CBE,"College Park Shopping Center, CVS at 7300  Baltimore  Ave",2015-03-26,14:54,2015,14
2729,2015-00012828,03/26/15 16:37,03/26/15 16:37,Emergency Petition,CBE,Health Center at 3983  Campus  Dr,2015-03-26,16:37,2015,16
2730,2015-00012840,03/26/15 17:30,03/26/15 17:48,Theft,Suspended,140 block of  Industrial  La,2015-03-26,17:30,2015,17
2731,2015-00012913,03/27/15 00:41,03/27/15 00:41,Injured/Sick Person,CBE,Commons 1 at 4250  Lehigh  Rd,2015-03-27,00:41,2015,00
2732,2015-00012937,03/27/15 02:00,03/27/15 02:28,Assist Other Agency,CBE,Baltimore  Ave,2015-03-27,02:00,2015,02
2734,2015-00013079,03/27/15 22:47,03/27/15 22:47,CDS Violation,Arrest,"Capital One Field at Byrd Stadium, Maryland Stadium",2015-03-27,22:47,2015,22
2735,2015-00013086,03/27/15 23:02,03/27/15 23:02,Injured/Sick Person,CBE,"Stamp Student Union, Student Union, Union at 3972  Campus  Dr",2015-03-27,23:02,2015,23
2736,2015-00013153,03/28/15 03:15,03/28/15 03:15,DWI/DUI,Arrest,Baltimore  Ave,2015-03-28,03:15,2015,03
2737,2015-00013154,03/28/15 03:26,03/28/15 03:26,Vandalism,Arrest,NA,2015-03-28,03:26,2015,03
2738,2015-00013198,03/28/15 10:00,03/28/15 10:20,Suspicious Person/Auto,Suspended,"Art Sociology Building, Art-Sociology Building, Parren J. Mitchell Art-Sociology Building at 3834  Campus  Dr",2015-03-28,10:00,2015,10
2739,2015-00013250,03/27/15 14:45,03/28/15 17:20,Harassment/Stalking,CBE,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave",2015-03-27,14:45,2015,14
2740,2015-00013285,03/27/15 23:00,03/28/15 21:30,Vandalism,Suspended,Elkton Hall at 3981  Denton Service  Ln,2015-03-27,23:00,2015,23
2741,2015-00013307,03/28/15 23:19,03/28/15 23:19,Warrant/Summons Service,Arrest,Campus S Dr,2015-03-28,23:19,2015,23
2742,2015-00013310,03/28/15 23:36,03/28/15 23:36,Emergency Petition,CBE,268 at 4314  Rowalt  Dr,2015-03-28,23:36,2015,23
2743,2015-00013330,03/29/15 02:32,03/29/15 02:32,DWI/DUI,Arrest,Baltimore  Ave,2015-03-29,02:32,2015,02
2744,2015-00013410,03/29/15 15:46,03/29/15 15:46,Other Incident,CBE,North Gate at 4306  Campus  Dr,2015-03-29,15:46,2015,15
2745,2015-00013414,03/26/15 12:30,03/29/15 16:49,Fraud,Suspended,Architecture Building at 3835  Campus  Dr,2015-03-26,12:30,2015,12
2746,2015-00013454,03/29/15 16:00,03/29/15 20:51,Injured/Sick Person,CBE,Caroline Hall at 7154  Preinkert  Dr,2015-03-29,16:00,2015,16
2747,2015-00013524,03/29/15 11:00,03/30/15 02:49,Stolen Motor Vehicle,Unfounded,NA,2015-03-29,11:00,2015,11
2748,2015-00013543,03/28/15 22:00,03/30/15 08:34,Burglary,Arrest,Kim Engineering Building at 8228  Paint Branch  Dr,2015-03-28,22:00,2015,22
2749,2015-00013556,03/27/15 16:00,03/30/15 10:11,Vandalism,Suspended,"Armory, Reckord Armory at 4490  Rossborough  Ln",2015-03-27,16:00,2015,16
2750,2015-00013560,03/13/15 18:00,03/30/15 10:43,Theft,Unfounded,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155  Terrapin  Trl",2015-03-13,18:00,2015,18
2751,2015-00013651,03/30/15 22:02,03/30/15 22:02,Dept Property Damage/Loss,CBE,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave",2015-03-30,22:02,2015,22
2752,2015-00013688,03/31/15 01:57,03/31/15 01:57,Suspicious Person/Auto,Active/Pending,"The View, University View at 8204  Baltimore  Ave",2015-03-31,01:57,2015,01
2753,2015-00013729,03/31/15 13:30,03/31/15 14:13,Theft,Unfounded,"Chemistry, Chemistry Building at 8051  Regents  Dr",2015-03-31,13:30,2015,13
2754,2015-00013732,03/21/15 12:00,03/31/15 15:05,Fraud,Active/Pending,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr",2015-03-21,12:00,2015,12
2755,2015-00013737,03/26/15 12:00,03/31/15 15:41,Theft,Suspended,Worcester Hall at 7405  Preinkert  Dr,2015-03-26,12:00,2015,12
2756,2015-00013773,03/31/15 21:09,03/31/15 21:09,Traffic Arrest,Arrest,University  Bl,2015-03-31,21:09,2015,21
2757,2015-00013794,03/31/15 23:00,03/31/15 23:21,Vandalism,Suspended,Ellicott Hall at 4052  Stadium  Dr,2015-03-31,23:00,2015,23
2758,2015-00013852,03/27/15,04/01/15 08:21,Suspicious Activity,CBE,Riggs Alumni Center at 7801  Alumni  Dr,2015-03-27,NA,2015,NA
2759,2015-00013860,04/01/15 10:23,04/01/15 10:23,CDS Violation,Arrest,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155  Terrapin  Trl",2015-04-01,10:23,2015,10
2760,2015-00013864,03/31/15 18:00,04/01/15 10:34,Theft,Suspended,Lot HH1,2015-03-31,18:00,2015,18
2761,2015-00013907,04/01/15 17:21,04/01/15 17:21,Recovered Stolen Motor Vehicle,Arrest,Lot R3,2015-04-01,17:21,2015,17
2762,2015-00013935,04/01/15 18:40,04/01/15 20:56,Theft,Suspended,Hagerstown Hall at 4000  Stadium  Dr,2015-04-01,18:40,2015,18
2763,2015-00013962,04/01/15 23:38,04/01/15 23:38,Injured/Sick Person,CBE,Ellicott Area Dining Hall at 4028  Stadium  Dr,2015-04-01,23:38,2015,23
2764,2015-00013971,04/02/15 00:31,04/02/15 00:31,Injured/Sick Person,CBE,Carroll Hall at 7284  Preinkert  Dr,2015-04-02,00:31,2015,00
2765,2015-00013989,04/02/15 02:30,04/02/15 02:30,Vandalism,Arrest,"Stamp Student Union, Student Union, Union at 3972  Campus  Dr",2015-04-02,02:30,2015,02
2766,2015-00014023,04/02/15 11:20,04/02/15 11:23,Injured/Sick Person,CBE,Prince Frederick Hall at 7030  Preinkert  Dr,2015-04-02,11:20,2015,11
2767,2015-00014024,04/02/15 11:00,04/02/15 11:24,Other Incident,CBE,NA,2015-04-02,11:00,2015,11
2768,2015-00014028,03/27/15 04:30,04/02/15 12:18,Theft,Suspended,Hagerstown Hall at 4000  Stadium  Dr,2015-03-27,04:30,2015,04
2769,2015-00014142,04/03/15 01:39,04/03/15 01:39,Assist Other Agency,CBE,College Park Towers at 4330  Hartwick  Rd,2015-04-03,01:39,2015,01
2770,2015-00014282,04/03/15 19:14,04/03/15 19:14,Emergency Petition,CBE,Hagerstown Hall at 4000  Stadium  Dr,2015-04-03,19:14,2015,19
2771,2015-00014318,04/03/15 22:20,04/03/15 22:20,CDS Violation,Arrest,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155  Terrapin  Trl",2015-04-03,22:20,2015,22
2772,2015-00014323,04/03/15 22:32,04/03/15 22:32,DWI/DUI,Arrest,Lot GG1,2015-04-03,22:32,2015,22
2773,2015-00014327,04/03/15 20:00,04/03/15 22:49,Injured/Sick Person,CBE,420 block of  Colonnade  Dr,2015-04-03,20:00,2015,20
2774,2015-00014341,04/03/15 23:14,04/03/15 23:52,Accident - Departmental,CBE,South Gate at 7567  Regents  Dr,2015-04-03,23:14,2015,23
2775,2015-00014353,04/04/15 00:45,04/04/15 00:45,Noise Complaint,CBE,8700 block of  Boteler  Ln,2015-04-04,00:45,2015,00
2776,2015-00014365,04/04/15 01:35,04/04/15 01:35,DWI/DUI,Arrest,Pontiac  St,2015-04-04,01:35,2015,01
2777,2015-00014382,04/04/15 04:01,04/04/15 04:01,Other Incident,CBE,"La Plata Hall, LaPlata hall at 4121  Farm  Dr",2015-04-04,04:01,2015,04
2778,2015-00014425,04/04/15 12:00,04/04/15 12:43,Theft,Suspended,Engineering Laboratory Building at 8136  Paint Branch  Dr,2015-04-04,12:00,2015,12
2779,2015-00014426,04/04/15 13:17,04/04/15 13:17,Injured/Sick Person,CBE,Field Hockey & Lacrosse Complex at 8483  Paint Branch  Dr,2015-04-04,13:17,2015,13
2780,2015-00014434,04/03/15 22:49,04/04/15 16:12,Threat Assessment,CBE,4300 block of  Knox  Rd,2015-04-03,22:49,2015,22
2781,2015-00014503,04/05/15 00:07,04/05/15 00:07,CDS Violation,Arrest,4700 block of  Berwyn  Rd,2015-04-05,00:07,2015,00
2782,2015-00014511,04/05/15 02:35,04/05/15 02:35,Injured/Sick Person,CBE,Oakland Hall at 3912  Denton Service  Ln,2015-04-05,02:35,2015,02
2783,2015-00014606,04/05/15 17:56,04/05/15 17:56,Warrant/Summons Service,Arrest,8600 block of  Adelphi  Rd,2015-04-05,17:56,2015,17
2784,2015-00014613,04/05/15 19:34,04/05/15 19:34,CDS Violation,Arrest,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155  Terrapin  Trl",2015-04-05,19:34,2015,19
2785,2015-00014615,03/31/15 01:00,04/05/15 20:40,Dept Property Damage/Loss,CBE,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave",2015-03-31,01:00,2015,01
2786,2015-00014642,04/05/15 22:55,04/05/15 22:55,Emergency Petition,CBE,91  Regents  Dr,2015-04-05,22:55,2015,22
2787,2015-00014680,04/05/15 23:30,04/06/15 09:11,Theft,Suspended,8000 block of  Boteler  Ln,2015-04-05,23:30,2015,23
2788,2015-00014745,03/30/15 07:00,04/06/15 15:29,Theft,Suspended,Lot 16h,2015-03-30,07:00,2015,07
2789,2015-00014762,04/06/15 14:30,04/06/15 16:49,Theft,Unfounded,Ellicott Area Dining Hall at 4028  Stadium  Dr,2015-04-06,14:30,2015,14
2790,2015-00014819,04/06/15 21:32,04/06/15 21:36,Fire,CBE,Commons 1 at 4250  Lehigh  Rd,2015-04-06,21:32,2015,21
2791,2015-00014843,04/06/15 23:29,04/06/15 23:29,Traffic Arrest,Arrest,Baltimore  Ave,2015-04-06,23:29,2015,23
2792,2015-00014870,04/07/15 01:59,04/07/15 01:59,Injured/Sick Person,CBE,Dorchester Hall at 3947  Campus  Dr,2015-04-07,01:59,2015,01
2793,2015-00014924,04/07/15 11:47,04/07/15 11:47,Injured/Sick Person,CBE,Lot Q,2015-04-07,11:47,2015,11
2794,2015-00015020,04/07/15 21:09,04/07/15 21:09,Other Incident,CBE,Plant Sciences Building at 4291  Fieldhouse  Dr,2015-04-07,21:09,2015,21
2795,2015-00015024,04/07/15 21:23,04/07/15 21:23,Traffic Arrest,Arrest,University  Bl,2015-04-07,21:23,2015,21
2796,2015-00015041,04/07/15 22:50,04/07/15 23:24,Injured/Sick Person,CBE,Ellicott Hall at 4052  Stadium  Dr,2015-04-07,22:50,2015,22
2797,2015-00015072,04/07/15 07:30,04/08/15 08:45,Vandalism,Active/Pending,"Patuxent Building, Telecommunications at 4161  Fieldhouse  Dr",2015-04-07,07:30,2015,07
2798,2015-00015130,08/01/14 08:00,04/08/15 13:00,Identity Theft,CBE,"Drazek Circle, UMUC at 346  Ehrensberger  Dr",2014-08-01,08:00,2014,08
2799,2015-00015149,04/08/15 15:46,04/08/15 15:46,Emergency Petition,CBE,Health Center at 3983  Campus  Dr,2015-04-08,15:46,2015,15
2800,2015-00015215,04/08/15 22:00,04/08/15 23:14,Theft,Active/Pending,"Eppley Recreation Center, ERC at 4128  Valley  Dr",2015-04-08,22:00,2015,22
2801,2015-00015238,04/09/15 04:45,04/09/15 04:51,Injured/Sick Person,CBE,Mckeldin Library at 7649  Library  Ln,2015-04-09,04:45,2015,04
2802,2015-00015269,04/09/15 10:26,04/09/15 10:26,Injured/Sick Person,CBE,Martin Hall at 4298  Campus  Dr,2015-04-09,10:26,2015,10
2803,2015-00015276,04/09/15 10:30,04/09/15 10:50,Theft,Suspended,"Chemistry, Chemistry Building at 8051  Regents  Dr",2015-04-09,10:30,2015,10
2804,2015-00015306,04/08/15 21:00,04/09/15 13:05,Other Incident,CBE,"MFRI, MFRI Office/Classroom Building at 4500  Campus  Dr",2015-04-08,21:00,2015,21
2805,2015-00015316,04/02/15 23:00,04/09/15 14:42,Theft,Suspended,"Stamp Student Union, Student Union, Union at 3972  Campus  Dr",2015-04-02,23:00,2015,23
2806,2015-00015321,04/09/15 15:28,04/09/15 15:28,Injured/Sick Person,CBE,University Courtyard #1 at 8100  Boteler  Ln,2015-04-09,15:28,2015,15
2807,2015-00015324,04/08/15 12:30,04/09/15 16:47,Theft,Suspended,Martin Hall at 4298  Campus  Dr,2015-04-08,12:30,2015,12
2808,2015-00015368,04/09/15 22:56,04/09/15 22:56,CDS Violation,Arrest,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155  Terrapin  Trl",2015-04-09,22:56,2015,22
2809,2015-00015415,04/10/15 02:45,04/10/15 02:45,Injured/Sick Person,CBE,"Kirwan Hall, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176  Campus  Dr",2015-04-10,02:45,2015,02
2810,2015-00015417,04/10/15 03:00,04/10/15 03:00,Injured/Sick Person,CBE,Denton Hall at 3854  Stadium  Dr,2015-04-10,03:00,2015,03
2811,2015-00015465,04/07/15 12:00,04/10/15 11:30,Fraud,Suspended,South Campus Dining Hall at 7093  Preinkert  Dr,2015-04-07,12:00,2015,12
2812,2015-00015479,04/10/15 12:00,04/10/15 13:29,Theft,Active/Pending,160 block of  Campus  Dr,2015-04-10,12:00,2015,12
2813,2015-00015489,04/10/15 15:30,04/10/15 15:47,Assist Other Agency,CBE,Martin Hall at 4298  Campus  Dr,2015-04-10,15:30,2015,15
2814,2015-00015534,04/10/15 21:53,04/10/15 21:53,Injured/Sick Person,CBE,"Clarence M. Mitchell, Jr. Building, Mitchell Building, North Administration at 7999  Regents  Dr",2015-04-10,21:53,2015,21
2815,2015-00015575,04/11/15 00:42,04/11/15 00:42,DWI/DUI,Arrest,Lot C1,2015-04-11,00:42,2015,00
2816,2015-00015579,04/11/15 01:19,04/11/15 01:19,Disorderly Conduct,Arrest,Bentleys at 7323  Baltimore  Ave,2015-04-11,01:19,2015,01
2817,2015-00015586,04/11/15 02:39,04/11/15 02:39,Noise Complaint,CBE,8600 block of  Boteler  Ln,2015-04-11,02:39,2015,02
2818,2015-00015594,04/11/15 03:50,04/11/15 03:50,DWI/DUI,Arrest,Baltimore  Ave,2015-04-11,03:50,2015,03
2819,2015-00015596,04/11/15 04:04,04/11/15 04:04,DWI/DUI,Arrest,BP Gas Station at 8153  Baltimore  Ave,2015-04-11,04:04,2015,04
2820,2015-00015640,04/10/15 20:00,04/11/15 11:23,Theft,Suspended,"Stamp Student Union, Student Union, Union at 3972  Campus  Dr",2015-04-10,20:00,2015,20
2821,2015-00015649,03/22/15 17:00,04/11/15 12:38,Theft,Suspended,Calvert Hall at 7551  Calvert Service  Ln,2015-03-22,17:00,2015,17
2822,2015-00015678,04/11/15 16:17,04/11/15 16:17,Alcohol Violation,Arrest,College  Ave,2015-04-11,16:17,2015,16
2823,2015-00015763,04/11/15 23:28,04/11/15 23:28,Injured/Sick Person,CBE,410 block of  Denton  Dr,2015-04-11,23:28,2015,23
2824,2015-00015777,04/12/15 00:49,04/12/15 00:49,Disorderly Conduct,Arrest,"Leonardtown #250, Leonardtown Community Center at 7559  Yale  Ave",2015-04-12,00:49,2015,00
2825,2015-00015779,04/12/15 00:55,04/12/15 00:55,Noise Complaint,CBE,7500 block of  Princeton  Ave,2015-04-12,00:55,2015,00
2826,2015-00015801,04/12/15,04/12/15 02:25,Injured/Sick Person,CBE,Oakland Hall at 3912  Denton Service  Ln,2015-04-12,NA,2015,NA
2827,2015-00015807,04/12/15 03:01,04/12/15 03:01,DWI/DUI,Arrest,Jason's Deli at 7356  Baltimore  Ave,2015-04-12,03:01,2015,03
2828,2015-00015809,04/12/15 02:40,04/12/15 03:47,DRE,CBE,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave",2015-04-12,02:40,2015,02
2829,2015-00015822,04/12/15 02:00,04/12/15 07:20,Vandalism,Arrest,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave",2015-04-12,02:00,2015,02
2830,2015-00015832,04/11/15 17:02,04/12/15 09:21,Rape (Title IX Related),Unfounded,240 block of  Yale  Ave,2015-04-11,17:02,2015,17
2831,2015-00015961,04/12/15 23:29,04/12/15 23:39,Emergency Petition,CBE,"Leonardtown #248, Leonardtown at 7567  Yale  Ave",2015-04-12,23:29,2015,23
2832,2015-00015973,04/13/15 00:37,04/13/15 00:37,CDS Violation,Arrest,Oakland Hall at 3912  Denton Service  Ln,2015-04-13,00:37,2015,00
2833,2015-00015993,04/10/15 15:30,04/13/15 08:29,Vandalism,Suspended,"4-H Headquarters Building, 800 at 8020  Greenmead  Dr",2015-04-10,15:30,2015,15
2834,2015-00016038,04/13/15 07:47,04/13/15 12:29,Dept Property Damage/Loss,CBE,Route 295/university Blvd,2015-04-13,07:47,2015,07
2835,2015-00016063,04/13/15 12:00,04/13/15 14:15,Theft,Suspended,"Armory, Reckord Armory at 4490  Rossborough  Ln",2015-04-13,12:00,2015,12
2836,2015-00016137,04/13/15 22:41,04/13/15 22:41,CDS Violation,Arrest,Oakland Hall at 3912  Denton Service  Ln,2015-04-13,22:41,2015,22
2837,2015-00016165,04/13/15 23:59,04/13/15 23:59,DWI/DUI,Arrest,Riggs  Rd,2015-04-13,23:59,2015,23
2838,2015-00016246,04/11/15 23:59,04/14/15 11:39,Dept Property Damage/Loss,Active/Pending,"2500 block of  Junco Ct. Odenton, Md 21113",2015-04-11,23:59,2015,23
2839,2015-00016316,04/14/15 17:36,04/14/15 17:36,Recovered Stolen Property,Arrest,Chesapeake Building at 4300  Terrapin  Trl,2015-04-14,17:36,2015,17
2840,2015-00016320,04/11/15 19:00,04/14/15 18:04,Missing Person/Runaway,Unfounded,Health Center at 3983  Campus  Dr,2015-04-11,19:00,2015,19
2841,2015-00016431,04/15/15 07:55,04/15/15 10:47,Theft,Suspended,"Armory, Reckord Armory at 4490  Rossborough  Ln",2015-04-15,07:55,2015,07
2842,2015-00016443,04/14/15 19:30,04/15/15 11:53,Theft,Active/Pending,"Armory, Reckord Armory at 4490  Rossborough  Ln",2015-04-14,19:30,2015,19
2843,2015-00016463,04/15/15 16:17,04/15/15 16:17,Emergency Petition,CBE,"Cole Field House, Cole Student Activities Building, Driscoll Center at 4090  Union  Dr",2015-04-15,16:17,2015,16
2844,2015-00016470,04/15/15 17:55,04/15/15 17:55,Harassment/Stalking,CBE,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave",2015-04-15,17:55,2015,17
2845,2015-00016600,01/01/15 12:00,04/16/15 11:45,Police Information,CBE,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave",2015-01-01,12:00,2015,12
2846,2015-00016639,04/15/15 19:00,04/16/15 14:08,Vandalism,Suspended,Engineering Fields,2015-04-15,19:00,2015,19
2847,2015-00016655,03/10/15 22:00,04/16/15 15:46,Lost Property,CBE,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave",2015-03-10,22:00,2015,22
2848,2015-00016682,04/16/15 19:15,04/16/15 19:21,Disorderly Conduct,Suspended,Mckeldin Library at 7649  Library  Ln,2015-04-16,19:15,2015,19
2849,2015-00016720,04/16/15 23:00,04/16/15 23:24,Assist Other Agency,CBE,4300 block of  Knox  Rd,2015-04-16,23:00,2015,23
2850,2015-00016749,04/17/15 01:07,04/17/15 01:07,CDS Violation,Arrest,NA,2015-04-17,01:07,2015,01
2851,2015-00016774,04/17/15 03:49,04/17/15 06:31,Vandalism,Active/Pending,NA,2015-04-17,03:49,2015,03
2852,2015-00016800,04/17/15 12:14,04/17/15 12:33,Check on the  Welfare,CBE,Commons 4 at 4310  Knox  Rd,2015-04-17,12:14,2015,12
2853,2015-00016826,04/17/15 14:00,04/17/15 16:29,Theft,Arrest,160 block of  Campus  Dr,2015-04-17,14:00,2015,14
2854,2015-00016860,04/17/15 18:23,04/17/15 18:23,DWI/DUI,Arrest,University  Bl,2015-04-17,18:23,2015,18
2855,2015-00016893,04/17/15 20:04,04/17/15 20:54,Theft,Suspended,"Drazek Circle, UMUC at 346  Ehrensberger  Dr",2015-04-17,20:04,2015,20
2856,2015-00016927,04/17/15 23:36,04/17/15 23:36,Warrant/Summons Service,Arrest,190 block of  Paint Branch  Pkwy,2015-04-17,23:36,2015,23
